symbol	occurrences	files	first_location	disposition	binary_name_evidence	evidence_reports	action
layerGetterBranchVisible_guess	3	cpp/plugins/motionplayer/MotionNode.h; cpp/plugins/motionplayer/PlayerLayerQuery.cpp	cpp/plugins/motionplayer/MotionNode.h:280	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
layerGetterVisible_guess	3	cpp/plugins/motionplayer/MotionNode.h; cpp/plugins/motionplayer/PlayerLayerQuery.cpp	cpp/plugins/motionplayer/MotionNode.h:279	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
leftMemberHint_guess	11	cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/MotionLayerExtensions.cpp; cpp/plugins/motionplayer/PlayerCore.cpp; cpp/plugins/motionplayer/PlayerLayerQuery.cpp; cpp/plugins/motionplayer/PlayerResource.cpp; cpp/plugins/motionplayer/RuntimeSupport.cpp; cpp/plugins/motionplayer/SeparateLayerAdaptor.cpp; cpp/plugins/motionplayer/SourceCache.cpp	cpp/plugins/motionplayer/MotionDispatch.h:21	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
lerpTintChannel_guess	13	cpp/plugins/motionplayer/SourceCache.cpp	cpp/plugins/motionplayer/SourceCache.cpp:66	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
linkType3ChildPlayer_guess	3	cpp/plugins/motionplayer/NodeTree.cpp; cpp/plugins/motionplayer/Player.h; cpp/plugins/motionplayer/PlayerMotionLoad.cpp	cpp/plugins/motionplayer/NodeTree.cpp:54	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
loadKrkrAtlasSource_guess	5	cpp/plugins/motionplayer/Player.h; cpp/plugins/motionplayer/PlayerResource.cpp; cpp/plugins/motionplayer/ResourceManager.h; cpp/plugins/motionplayer/SourceCache.cpp	cpp/plugins/motionplayer/Player.h:790	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess	analysis/motionplayer_krkr_atlas_imagepacker_four_binary_2026-08-27.md	retain
loadMotionResultForDifferentialTest_guess	1	cpp/plugins/motionplayer/Player.h	cpp/plugins/motionplayer/Player.h:1155	TEST_ONLY_LOCAL_LABEL	Unregistered test seam; not a claimed reference source identifier		retain
loadMotionResult_guess	5	cpp/plugins/motionplayer/Player.h; cpp/plugins/motionplayer/PlayerCore.cpp; cpp/plugins/motionplayer/PlayerTimeline.cpp	cpp/plugins/motionplayer/Player.h:561	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess	analysis/motionplayer_player_playback_state_machine_four_binary_2026-08-27.md	retain
loadRenderSourceLayerFromItem_guess	4	cpp/plugins/motionplayer/PlayerRenderTargets.cpp; cpp/plugins/motionplayer/SourceCache.cpp; cpp/plugins/motionplayer/SourceCache.h	cpp/plugins/motionplayer/PlayerRenderTargets.cpp:722	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
loadRenderSourceTextureForItem_guess	3	cpp/plugins/motionplayer/PlayerRenderTargets.cpp; cpp/plugins/motionplayer/SourceCache.cpp; cpp/plugins/motionplayer/SourceCache.h	cpp/plugins/motionplayer/PlayerRenderTargets.cpp:969	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess	analysis/motionplayer_d3d_source_getter_texture_map_insert_four_binary_2026-08-27.md	retain
loadRenderSourceTextureFromItem_guess	4	cpp/plugins/motionplayer/PlayerRenderTargets.cpp; cpp/plugins/motionplayer/SourceCache.cpp; cpp/plugins/motionplayer/SourceCache.h	cpp/plugins/motionplayer/PlayerRenderTargets.cpp:580	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
loadSourceMemberHint_guess	3	cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/RuntimeSupport.cpp; cpp/plugins/motionplayer/SourceCache.cpp	cpp/plugins/motionplayer/MotionDispatch.h:219	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
loadWinAtlasTexture_guess	2	cpp/plugins/motionplayer/PlayerResource.cpp	cpp/plugins/motionplayer/PlayerResource.cpp:74	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
loopTransitionListHint_guess	2	cpp/plugins/motionplayer/EmoteEngine.cpp	cpp/plugins/motionplayer/EmoteEngine.cpp:84	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
loopVarLoopHint_guess	2	cpp/plugins/motionplayer/EmoteEngine.cpp	cpp/plugins/motionplayer/EmoteEngine.cpp:85	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
makeCalcMeshPointArray_guess	3	cpp/plugins/motionplayer/PlayerLayerQuery.cpp	cpp/plugins/motionplayer/PlayerLayerQuery.cpp:135	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
makeCalcRealArray_guess	3	cpp/plugins/motionplayer/PlayerLayerQuery.cpp	cpp/plugins/motionplayer/PlayerLayerQuery.cpp:126	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
makePatchBoundsDictionary_guess	3	cpp/plugins/motionplayer/MotionLayerExtensions.cpp	cpp/plugins/motionplayer/MotionLayerExtensions.cpp:221	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
makeRepeatedSoftwareBitmap_guess	2	cpp/plugins/motionplayer/MotionRenderBackend.cpp	cpp/plugins/motionplayer/MotionRenderBackend.cpp:48	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
mapMeshPointThroughAncestor_guess	2	cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp; cpp/plugins/motionplayer/PlayerUpdateLayersInternal.h	cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp:431	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
mapMeshPositionThroughAncestor_guess	4	cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp; cpp/plugins/motionplayer/PlayerUpdateLayersInternal.h	cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp:223	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
markD3DStencilMaskChain_guess	2	cpp/plugins/motionplayer/PlayerRenderTargets.cpp	cpp/plugins/motionplayer/PlayerRenderTargets.cpp:227	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
maskMemberHint_guess	5	cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/PlayerUpdateLayerEval.cpp; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/MotionDispatch.h:109	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
materializeInternalRenderLayers_guess	4	cpp/plugins/motionplayer/Player.h; cpp/plugins/motionplayer/PlayerRenderTargets.cpp	cpp/plugins/motionplayer/Player.h:677	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess	analysis/motionplayer_accurate_sla_post_draw_four_binary_2026-08-27.md; analysis/motionplayer_internal_render_layer_materializer_four_binary_2026-08-27.md	retain
mergeNodeFrameContent_guess	8	cpp/plugins/motionplayer/Player.h; cpp/plugins/motionplayer/PlayerUpdateLayerEval.cpp	cpp/plugins/motionplayer/Player.h:116	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
mergeVariableTrackSlot_guess	8	cpp/plugins/motionplayer/Player.h; cpp/plugins/motionplayer/PlayerFrameProgress.cpp	cpp/plugins/motionplayer/Player.h:112	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
meshCopyMemberHint_guess	3	cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/PlayerRenderInternal.cpp; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/MotionDispatch.h:233	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
meshDivisionCounterWordToInt_guess	5	cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp; cpp/plugins/motionplayer/PlayerUpdateLayersInternal.h	cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp:368	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess	analysis/motionplayer_fp_to_integer_saturation_truncation_wrap_rounding_four_binary_2026-08-28.md	retain
meshDoubleToUnsignedTowardZeroSaturated_guess	9	cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp; cpp/plugins/motionplayer/PlayerUpdateLayersInternal.h	cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp:357	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
meshInheritanceSeparator_guess	9	cpp/plugins/motionplayer/MotionNode.h; cpp/plugins/motionplayer/PlayerLayerQuery.cpp; cpp/plugins/motionplayer/PlayerUpdateChildMotion.cpp; cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp; cpp/plugins/motionplayer/PlayerUpdateParticles.cpp	cpp/plugins/motionplayer/MotionNode.h:316	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
meshMemberHint_guess	5	cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/PlayerLayerQuery.cpp; cpp/plugins/motionplayer/PlayerUpdateLayerEval.cpp; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/MotionDispatch.h:139	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
meshTransformMemberHint_guess	3	cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/PlayerLayerQuery.cpp; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/MotionDispatch.h:97	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
meshVertexPassDirty_guess	4	cpp/plugins/motionplayer/MotionNode.h; cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp	cpp/plugins/motionplayer/MotionNode.h:317	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
metadataBustControlHint_guess	2	cpp/plugins/motionplayer/EmoteEngine.cpp	cpp/plugins/motionplayer/EmoteEngine.cpp:58	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
metadataClampControlHint_guess	2	cpp/plugins/motionplayer/EmoteEngine.cpp	cpp/plugins/motionplayer/EmoteEngine.cpp:66	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
metadataEyeControlHint_guess	2	cpp/plugins/motionplayer/EmoteEngine.cpp	cpp/plugins/motionplayer/EmoteEngine.cpp:61	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
metadataEyebrowControlHint_guess	2	cpp/plugins/motionplayer/EmoteEngine.cpp	cpp/plugins/motionplayer/EmoteEngine.cpp:62	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
metadataHairControlHint_guess	2	cpp/plugins/motionplayer/EmoteEngine.cpp	cpp/plugins/motionplayer/EmoteEngine.cpp:59	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
metadataLoopControlHint_guess	2	cpp/plugins/motionplayer/EmoteEngine.cpp	cpp/plugins/motionplayer/EmoteEngine.cpp:65	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
metadataMirrorControlHint_guess	2	cpp/plugins/motionplayer/EmoteEngine.cpp	cpp/plugins/motionplayer/EmoteEngine.cpp:67	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
metadataMirrorHint_guess	2	cpp/plugins/motionplayer/EmoteEngine.cpp	cpp/plugins/motionplayer/EmoteEngine.cpp:56	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
metadataMouthControlHint_guess	2	cpp/plugins/motionplayer/EmoteEngine.cpp	cpp/plugins/motionplayer/EmoteEngine.cpp:63	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
metadataPartsControlHint_guess	2	cpp/plugins/motionplayer/EmoteEngine.cpp	cpp/plugins/motionplayer/EmoteEngine.cpp:60	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
metadataScaleHint_guess	2	cpp/plugins/motionplayer/EmoteEngine.cpp	cpp/plugins/motionplayer/EmoteEngine.cpp:57	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
metadataTimelineControlHint_guess	2	cpp/plugins/motionplayer/EmoteEngine.cpp	cpp/plugins/motionplayer/EmoteEngine.cpp:68	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
metadataTransitionControlHint_guess	2	cpp/plugins/motionplayer/EmoteEngine.cpp	cpp/plugins/motionplayer/EmoteEngine.cpp:64	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
mirrorForceVisibleGeometry_guess	2	cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp; cpp/plugins/motionplayer/PlayerUpdateLayersInternal.h	cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp:496	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
mirrorVariableMatchListHint_guess	2	cpp/plugins/motionplayer/EmoteEngine.cpp	cpp/plugins/motionplayer/EmoteEngine.cpp:141	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
motionLayerClipHeightMemberHint_guess	3	cpp/plugins/motionplayer/MotionLayerExtensions.cpp	cpp/plugins/motionplayer/MotionLayerExtensions.cpp:30	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
motionLayerClipLeftMemberHint_guess	3	cpp/plugins/motionplayer/MotionLayerExtensions.cpp	cpp/plugins/motionplayer/MotionLayerExtensions.cpp:27	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
motionLayerClipTopMemberHint_guess	3	cpp/plugins/motionplayer/MotionLayerExtensions.cpp	cpp/plugins/motionplayer/MotionLayerExtensions.cpp:28	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
motionLayerClipWidthMemberHint_guess	3	cpp/plugins/motionplayer/MotionLayerExtensions.cpp	cpp/plugins/motionplayer/MotionLayerExtensions.cpp:29	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
motionLayerHoldAlphaMemberHint_guess	5	cpp/plugins/motionplayer/MotionLayerExtensions.cpp	cpp/plugins/motionplayer/MotionLayerExtensions.cpp:31	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
motionListMemberHint_guess	3	cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/PlayerTimeline.cpp; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/MotionDispatch.h:185	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
motionMemberHint_guess	5	cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/PlayerCore.cpp; cpp/plugins/motionplayer/PlayerUpdateLayerEval.cpp; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/MotionDispatch.h:145	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
motionSubNodeApplyOriginOffset_guess	2	cpp/plugins/motionplayer/PlayerUpdateChildMotion.cpp; cpp/plugins/motionplayer/PlayerUpdateLayersInternal.h	cpp/plugins/motionplayer/PlayerUpdateChildMotion.cpp:287	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
motionSubNodeBlendAngleOffset_guess	2	cpp/plugins/motionplayer/PlayerUpdateChildMotion.cpp; cpp/plugins/motionplayer/PlayerUpdateLayersInternal.h	cpp/plugins/motionplayer/PlayerUpdateChildMotion.cpp:160	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
motionSubNodeClampTimeAtZero_guess	2	cpp/plugins/motionplayer/PlayerUpdateChildMotion.cpp; cpp/plugins/motionplayer/PlayerUpdateLayersInternal.h	cpp/plugins/motionplayer/PlayerUpdateChildMotion.cpp:121	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
motionSubNodeConsumeReplayFlag_guess	2	cpp/plugins/motionplayer/PlayerUpdateChildMotion.cpp; cpp/plugins/motionplayer/PlayerUpdateLayersInternal.h	cpp/plugins/motionplayer/PlayerUpdateChildMotion.cpp:62	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
motionSubNodeNeedsTeardown_guess	2	cpp/plugins/motionplayer/PlayerUpdateChildMotion.cpp; cpp/plugins/motionplayer/PlayerUpdateLayersInternal.h	cpp/plugins/motionplayer/PlayerUpdateChildMotion.cpp:47	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
mtxMemberHint_guess	3	cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/PlayerLayerQuery.cpp; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/MotionDispatch.h:94	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
multipliedGridPointCount_guess	2	cpp/plugins/motionplayer/MotionLayerExtensions.cpp	cpp/plugins/motionplayer/MotionLayerExtensions.cpp:51	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
multiplyOpacityWordsDivide255_guess	4	cpp/plugins/motionplayer/PlayerUpdateLayerEval.cpp; cpp/plugins/motionplayer/PlayerUpdateLayersInternal.h	cpp/plugins/motionplayer/PlayerUpdateLayerEval.cpp:1451	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess	analysis/motionplayer_fp_to_integer_saturation_truncation_wrap_rounding_four_binary_2026-08-28.md; analysis/motionplayer_player_update_layers_phase1_phase2_four_binary_2026-08-27.md	retain
multiplyPackedColorWeights_guess	4	cpp/plugins/motionplayer/PlayerInternal.h; cpp/plugins/motionplayer/PlayerRenderItems.cpp	cpp/plugins/motionplayer/PlayerInternal.h:48	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
multiplyTintChannel_guess	5	cpp/plugins/motionplayer/SourceCache.cpp	cpp/plugins/motionplayer/SourceCache.cpp:75	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
narrowAndNegateCameraNodeDelta_guess	3	cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp; cpp/plugins/motionplayer/PlayerUpdateLayersInternal.h	cpp/plugins/motionplayer/PlayerUpdateGeometry.cpp:563	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
neutralColorMemberHint_guess	4	cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/MotionLayerExtensions.cpp; cpp/plugins/motionplayer/PlayerRenderExecute.cpp; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/MotionDispatch.h:297	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
nodeEmoteEditMemberHint_guess	4	cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/NodeTree.cpp; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/MotionDispatch.h:186	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
nodeFrameAccMemberHint_guess	3	cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/PlayerUpdateLayerEval.cpp; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/MotionDispatch.h:135	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
nodeFrameAmaxMemberHint_guess	3	cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/PlayerUpdateLayerEval.cpp; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/MotionDispatch.h:161	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
nodeFrameAminMemberHint_guess	3	cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/PlayerUpdateLayerEval.cpp; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/MotionDispatch.h:160	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
nodeFrameAnchorMemberHint_guess	3	cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/PlayerUpdateLayerEval.cpp; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/MotionDispatch.h:168	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
nodeFrameBmMemberHint_guess	3	cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/PlayerUpdateLayerEval.cpp; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/MotionDispatch.h:122	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
nodeFrameBpMemberHint_guess	3	cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/PlayerUpdateLayerEval.cpp; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/MotionDispatch.h:143	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
nodeFrameCameraMemberHint_guess	3	cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/PlayerUpdateLayerEval.cpp; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/MotionDispatch.h:165	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
nodeFrameCcMemberHint_guess	3	cpp/plugins/motionplayer/MotionDispatch.h; cpp/plugins/motionplayer/PlayerUpdateLayerEval.cpp; cpp/plugins/motionplayer/RuntimeSupport.cpp	cpp/plugins/motionplayer/MotionDispatch.h:141	PRESERVE_NO_SOURCE_NAME_EVIDENCE	Semantic body/layout evidence exists where mapped; no trustworthy four-target source-level identifier evidence authorizes removing _guess		retain
